player_id,name,first_name,last_name,position,team,jersey_number,height,weight,age,college,rookie_year,years_exp,fantasy_positions,injury_status,depth_chart_position,depth_chart_order,active
650,Nick Folk,Nick,Folk,K,NYJ,18,73,222,40.0,Arizona,0,18.0,K,,K,1.0,True
12538,Brady Cook,Brady,Cook,QB,NYJ,4,74,215,23.0,Missouri,0,0.0,QB,,,,True
7591,Justin Fields,Justin,Fields,QB,NYJ,7,75,227,26.0,Ohio State,0,4.0,QB,,QB,1.0,True
827,Tyrod Taylor,Tyrod,Taylor,QB,NYJ,2,73,217,36.0,Virginia Tech,0,14.0,QB,Questionable,QB,2.0,True
6323,Andrew Beck,Andrew,Beck,RB,NYJ,47,75,255,29.0,Texas,0,6.0,RB,,RB,4.0,True
11576,Braelon Allen,Braelon,Allen,RB,NYJ,0,73,235,21.0,Wisconsin,0,1.0,RB,,RB,2.0,True
8155,Breece Hall,Breece,Hall,RB,NYJ,20,71,217,24.0,Iowa State,0,3.0,RB,,RB,1.0,True
11571,Isaiah Davis,Isaiah,Davis,RB,NYJ,32,73,220,23.0,South Dakota State,0,1.0,RB,Questionable,RB,3.0,True
7720,Kene Nwangwu,Kene,Nwangwu,RB,NYJ,34,73,210,27.0,Iowa State,0,4.0,RB,,RB,5.0,True
8219,Jelani Woods,Jelani,Woods,TE,NYJ,86,79,253,26.0,Virginia,0,3.0,TE,,TE,4.0,True
8145,Jeremy Ruckert,Jeremy,Ruckert,TE,NYJ,89,77,250,25.0,Ohio State,0,3.0,TE,,TE,2.0,True
3668,Joshua Perkins,Joshua,Perkins,TE,NYJ,89,75,223,28.0,Washington,0,6.0,TE,,,,True
12498,Mason Taylor,Mason,Taylor,TE,NYJ,85,77,251,21.0,LSU,0,0.0,TE,,TE,1.0,True
8583,Stone Smartt,Stone,Smartt,TE,NYJ,84,76,226,26.0,Old Dominion,0,3.0,TE,,TE,3.0,True
5185,Allen Lazard,Allen,Lazard,WR,NYJ,10,77,227,29.0,Iowa State,0,7.0,WR,Questionable,SWR,4.0,True
12539,Arian Smith,Arian,Smith,WR,NYJ,82,72,179,23.0,Georgia,0,0.0,WR,,RWR,5.0,True
7865,Brandon Smith,Brandon,Smith,WR,NYJ,87,73,218,26.0,Iowa,0,4.0,WR,,,,True
8146,Garrett Wilson,Garrett,Wilson,WR,NYJ,5,72,183,25.0,Ohio State,0,3.0,WR,,LWR,1.0,True
8861,Irvin Charles,Irvin,Charles,WR,NYJ,19,76,219,28.0,Indiana (PA),0,3.0,WR,PUP,RWR,8.0,True
12925,Jamaal Pritchett,Jamaal,Pritchett,WR,NYJ,81,68,175,,South Alabama,0,0.0,WR,,,,True
4171,Josh Reynolds,Josh,Reynolds,WR,NYJ,83,75,192,30.0,Texas A&M,0,8.0,WR,,RWR,2.0,True
12907,Quentin Skinner,Quentin,Skinner,WR,NYJ,88,77,195,,Kansas,0,0.0,WR,,,,True
6960,Tyler Johnson,Tyler,Johnson,WR,NYJ,16,73,208,27.0,Minnesota,0,5.0,WR,,,,True
11306,Xavier Gipson,Xavier,Gipson,WR,NYJ,3,69,189,24.0,Stephen F. Austin,0,2.0,WR,Questionable,SWR,6.0,True
PHI,Philadelphia Eagles,Philadelphia,Eagles,DEF,PHI,,,0,0.0,,0,0.0,DEF,,,0.0,True
4195,Jake Elliott,Jake,Elliott,K,PHI,4,69,167,30.0,Memphis,0,8.0,K,,K,1.0,True
6904,Jalen Hurts,Jalen,Hurts,QB,PHI,1,73,223,27.0,Oklahoma,0,5.0,QB,,QB,1.0,True
12494,Kyle McCord,Kyle,McCord,QB,PHI,19,75,218,22.0,Syracuse,0,0.0,QB,,,,True
8162,Sam Howell,Sam,Howell,QB,PHI,14,73,225,24.0,North Carolina,0,3.0,QB,,QB,3.0,True
9230,Tanner McKee,Tanner,McKee,QB,PHI,16,78,231,25.0,Stanford,0,2.0,QB,Questionable,QB,2.0,True
6828,A.J. Dillon,A.J.,Dillon,RB,PHI,29,72,247,27.0,Boston College,0,5.0,RB,,RB,3.0,True
11579,Audric Estime,Audric,Estime,RB,PHI,23,71,227,21.0,Notre Dame,0,1.0,RB,,,,True
4866,Saquon Barkley,Saquon,Barkley,RB,PHI,26,72,233,28.0,Penn State,0,7.0,RB,,RB,1.0,True
11577,Will Shipley,Will,Shipley,RB,PHI,28,71,209,23.0,Clemson,0,1.0,RB,,RB,2.0,True
10210,Cameron Latu,Cameron,Latu,TE,PHI,49,77,244,25.0,Alabama,0,2.0,TE,,,,True
5022,Dallas Goedert,Dallas,Goedert,TE,PHI,88,77,256,30.0,South Dakota State,0,7.0,TE,Questionable,TE,1.0,True
11304,E.J. Jenkins,E.J.,Jenkins,TE,PHI,84,78,245,26.0,Georgia Tech,0,2.0,TE,,,,True
8177,Grant Calcaterra,Grant,Calcaterra,TE,PHI,81,76,240,26.0,SMU,0,3.0,TE,,TE,2.0,True
7602,Kylen Granson,Kylen,Granson,TE,PHI,83,75,242,27.0,SMU,0,4.0,TE,,TE,3.0,True
5859,A.J. Brown,A.J.,Brown,WR,PHI,11,73,226,28.0,Ole Miss,0,6.0,WR,Questionable,LWR,1.0,True
8414,Britain Covey,Britain,Covey,WR,PHI,10,68,173,28.0,Utah,0,3.0,WR,,,,True
13150,Darius Cooper,Darius,Cooper,WR,PHI,80,71,210,,Tarleton State,0,0.0,WR,,LWR,9.0,True
7525,DeVonta Smith,DeVonta,Smith,WR,PHI,6,72,170,26.0,Alabama,0,4.0,WR,Questionable,SWR,2.0,True
11139,Elijah Cooks,Elijah,Cooks,WR,PHI,86,76,215,26.0,San Jose State,0,2.0,WR,,,,True
8119,Jahan Dotson,Jahan,Dotson,WR,PHI,2,71,184,25.0,Penn State,0,3.0,WR,,RWR,3.0,True
11645,Javon Baker,Javon,Baker,WR,PHI,6,73,202,23.0,UCF,0,1.0,WR,,,,True
8147,John Metchie,John,Metchie,WR,PHI,18,72,195,25.0,Alabama,0,3.0,WR,,SWR,4.0,True
11636,Johnny Wilson,Johnny,Wilson,WR,PHI,89,78,228,24.0,Florida State,0,1.0,WR,IR,,6.0,True
7565,Terrace Marshall,Terrace,Marshall,WR,PHI,46,74,200,25.0,LSU,0,4.0,WR,,,,True
PIT,Pittsburgh Steelers,Pittsburgh,Steelers,DEF,PIT,,,0,0.0,,0,0.0,DEF,,,0.0,True
1945,Chris Boswell,Chris,Boswell,K,PIT,9,74,185,34.0,Rice,0,11.0,K,,K,1.0,True
96,Aaron Rodgers,Aaron,Rodgers,QB,PIT,8,74,223,41.0,California,0,20.0,QB,,QB,1.0,True
138,Ben Roethlisberger,Ben,Roethlisberger,QB,PIT,7,77,240,39.0,Miami (OH),0,18.0,QB,,,,True
4972,Mason Rudolph,Mason,Rudolph,QB,PIT,2,77,235,30.0,Oklahoma State,0,7.0,QB,,QB,2.0,True
4926,Nick Schuessler,Nick,Schuessler,QB,PIT,0,"6'3""",200,,Clemson,0,1.0,QB,,,,True
8206,Skylar Thompson,Skylar,Thompson,QB,PIT,17,74,219,28.0,Kansas State,0,3.0,QB,,QB,3.0,True
12511,Will Howard,Will,Howard,QB,PIT,18,76,236,23.0,Ohio State,0,0.0,QB,IR,QB,4.0,True
8228,Jaylen Warren,Jaylen,Warren,RB,PIT,30,68,215,26.0,Oklahoma State,0,3.0,RB,,RB,1.0,True
12504,Kaleb Johnson,Kaleb,Johnson,RB,PIT,20,73,224,22.0,Iowa,0,0.0,RB,,RB,2.0,True
7567,Kenneth Gainwell,Kenneth,Gainwell,RB,PIT,14,69,200,26.0,Memphis,0,4.0,RB,,RB,3.0,True
9510,Lew Nichols,Lew,Nichols,RB,PIT,35,70,220,24.0,Central Michigan,0,2.0,RB,,,,True
7593,Trey Sermon,Trey,Sermon,RB,PIT,27,72,215,26.0,Ohio State,0,4.0,RB,,,,True
8181,Connor Heyward,Connor,Heyward,TE,PIT,83,72,230,26.0,Michigan State,0,3.0,TE,,TE,4.0,True
9479,Darnell Washington,Darnell,Washington,TE,PIT,80,79,264,24.0,Georgia,0,2.0,TE,,TE,3.0,True
6016,Dax Raymond,Dax,Raymond,TE,PIT,49,76,245,27.0,Utah State,0,3.0,TE,,,,True
6074,Donald Parham,Donald,Parham,TE,PIT,89,80,237,28.0,Stetson,0,6.0,TE,IR,TE,5.0,True
2118,Eric Ebron,Eric,Ebron,TE,PIT,85,76,253,28.0,North Carolina,0,8.0,TE,,,,True
12975,JJ Galbreath,JJ,Galbreath,TE,PIT,87,76,240,,South Dakota,0,0.0,TE,,,,True
4144,Jonnu Smith,Jonnu,Smith,TE,PIT,81,75,248,30.0,Florida International,0,8.0,TE,Questionable,TE,2.0,True
7600,Pat Freiermuth,Pat,Freiermuth,TE,PIT,88,77,258,26.0,Penn State,0,4.0,TE,,TE,1.0,True
7757,Ben Skowronek,Ben,Skowronek,WR,PIT,15,75,224,28.0,Notre Dame,0,4.0,WR,,SWR,6.0,True
8125,Calvin Austin,Calvin,Austin,WR,PIT,19,69,162,26.0,Memphis,0,3.0,WR,Questionable,SWR,2.0,True
5846,DK Metcalf,DK,Metcalf,WR,PIT,4,76,229,27.0,Ole Miss,0,6.0,WR,,LWR,1.0,True
12971,Ke'Shawn Williams,Ke'Shawn,Williams,WR,PIT,85,69,188,,Indiana,0,0.0,WR,,,,True
1352,Robert Woods,Robert,Woods,WR,PIT,16,72,190,33.0,USC,0,12.0,WR,,,,True
11630,Roman Wilson,Roman,Wilson,WR,PIT,10,70,186,24.0,Michigan,0,1.0,WR,,RWR,3.0,True
6290,Scotty Miller,Scotty,Miller,WR,PIT,13,69,174,28.0,Bowling Green,0,6.0,WR,,LWR,5.0,True
SEA,Seattle Seahawks,Seattle,Seahawks,DEF,SEA,,,0,0.0,,0,0.0,DEF,,,0.0,True
2747,Jason Myers,Jason,Myers,K,SEA,5,70,190,34.0,Marist,0,10.0,K,,K,1.0,True
5854,Drew Lock,Drew,Lock,QB,SEA,2,76,228,28.0,Missouri,0,6.0,QB,,QB,3.0,True
12510,Jalen Milroe,Jalen,Milroe,QB,SEA,6,74,216,22.0,Alabama,0,0.0,QB,,QB,2.0,True
4943,Sam Darnold,Sam,Darnold,QB,SEA,14,75,225,28.0,USC,0,7.0,QB,,QB,1.0,True
4936,Skyler Howard,Skyler,Howard,QB,SEA,0,"5'11""",209,23.0,West Virginia,0,1.0,QB,,,,True
12462,Damien Martinez,Damien,Martinez,RB,SEA,22,72,217,21.0,Miami (FL),0,0.0,RB,,,,True
12048,George Holani,George,Holani,RB,SEA,36,71,210,25.0,Boise State,0,1.0,RB,,RB,3.0,True
13047,Jacardia Wright,Jacardia,Wright,RB,SEA,31,72,218,,Missouri State,0,0.0,RB,,,,True
8151,Kenneth Walker,Kenneth,Walker,RB,SEA,9,69,211,24.0,Michigan State,0,3.0,RB,,RB,1.0,True
10216,Kenny McIntosh,Kenny,McIntosh,RB,SEA,25,72,204,25.0,Georgia,0,2.0,RB,IR,RB,6.0,True
12656,Robbie Ouzts,Robbie,Ouzts,RB,SEA,40,75,274,22.0,Alabama,0,0.0,RB,,RB,4.0,True
9753,Zach Charbonnet,Zach,Charbonnet,RB,SEA,26,73,214,24.0,UCLA,0,2.0,RB,,RB,2.0,True
11603,AJ Barner,AJ,Barner,TE,SEA,88,78,251,23.0,Michigan,0,1.0,TE,,TE,1.0,True
11280,Brady Russell,Brady,Russell,TE,SEA,38,75,250,26.0,Colorado,0,2.0,TE,,RB,7.0,True
12521,Elijah Arroyo,Elijah,Arroyo,TE,SEA,18,77,254,22.0,Miami (FL),0,0.0,TE,,TE,2.0,True
4189,Eric Saubert,Eric,Saubert,TE,SEA,81,77,253,31.0,Drake,0,8.0,TE,,TE,3.0,True
13151,Nick Kallerup,Nick,Kallerup,TE,SEA,89,77,266,,Minnesota,0,0.0,TE,,TE,4.0,True
7039,Cody White,Cody,White,WR,SEA,82,75,227,26.0,Michigan State,0,5.0,WR,,RWR,6.0,True
4039,Cooper Kupp,Cooper,Kupp,WR,SEA,10,73,205,32.0,Eastern Washington,0,8.0,WR,,SWR,2.0,True
12772,Courtney Jackson,Courtney,Jackson,WR,SEA,84,71,179,,Arkansas State,0,0.0,WR,,,,True
8527,Dareke Young,Dareke,Young,WR,SEA,83,74,224,26.0,Lenoir-Rhyne,0,3.0,WR,,SWR,5.0,True
10867,Jake Bobo,Jake,Bobo,WR,SEA,19,76,207,27.0,UCLA,0,2.0,WR,Questionable,LWR,4.0,True
9488,Jaxon Smith-Njigba,Jaxon,Smith-Njigba,WR,SEA,11,72,197,23.0,Ohio State,0,2.0,WR,,LWR,1.0,True
12475,Ricky White,Ricky,White,WR,SEA,86,73,184,23.0,UNLV,0,0.0,WR,,,,True
12497,Tory Horton,Tory,Horton,WR,SEA,15,74,196,22.0,Colorado State,0,0.0,WR,Questionable,RWR,3.0,True
13034,Tyrone Broden,Tyrone,Broden,WR,SEA,85,77,194,,Arkansas,0,0.0,WR,,,,True
SF,San Francisco 49ers,San Francisco,49ers,DEF,SF,,,0,0.0,,0,0.0,DEF,,,0.0,True
10937,Jake Moody,Jake,Moody,K,SF,4,73,210,25.0,Michigan,0,2.0,K,,K,1.0,True
11065,Adrian Martinez,Adrian,Martinez,QB,SF,15,74,220,25.0,Kansas State,0,2.0,QB,,,,True
8183,Brock Purdy,Brock,Purdy,QB,SF,13,73,220,25.0,Iowa State,0,3.0,QB,,QB,1.0,True
12477,Kurtis Rourke,Kurtis,Rourke,QB,SF,4,76,220,24.0,Indiana,0,0.0,QB,PUP,QB,6.0,True
7527,Mac Jones,Mac,Jones,QB,SF,10,75,220,26.0,Alabama,0,4.0,QB,Questionable,QB,2.0,True
8154,Brian Robinson,Brian,Robinson,RB,SF,8,73,225,26.0,Alabama,0,3.0,RB,,RB,2.0,True
4034,Christian McCaffrey,Christian,McCaffrey,RB,SF,23,71,210,29.0,Stanford,0,8.0,RB,,RB,1.0,True
12491,Corey Kiner,Corey,Kiner,RB,SF,49,69,209,23.0,Cincinnati,0,0.0,RB,Questionable,,,True
11651,Isaac Guerendo,Isaac,Guerendo,RB,SF,31,72,221,25.0,Louisville,0,1.0,RB,,RB,3.0,True
12467,Jordan James,Jordan,James,RB,SF,29,69,208,21.0,Oregon,0,0.0,RB,IR,RB,6.0,True
6963,Patrick Taylor,Patrick,Taylor,RB,SF,32,74,217,27.0,Memphis,0,5.0,RB,IR,RB,7.0,True
8220,Sincere McCormick,Sincere,McCormick,RB,SF,28,68,204,24.0,UTSA,0,3.0,RB,,,,True
10224,Brayden Willis,Brayden,Willis,TE,SF,9,76,240,25.0,Oklahoma,0,2.0,TE,,,,True
4217,George Kittle,George,Kittle,TE,SF,85,76,250,31.0,Iowa,0,8.0,TE,,TE,1.0,True
8698,Jake Tonges,Jake,Tonges,TE,SF,88,76,240,26.0,California,0,3.0,TE,,TE,3.0,True
7842,Luke Farrell,Luke,Farrell,TE,SF,89,77,250,27.0,Ohio State,0,4.0,TE,,TE,2.0,True
6803,Brandon Aiyuk,Brandon,Aiyuk,WR,SF,11,72,200,27.0,Arizona State,0,5.0,WR,PUP,RWR,11.0,True
3286,Demarcus Robinson,Demarcus,Robinson,WR,SF,5,73,202,30.0,Florida,0,9.0,WR,Sus,LWR,6.0,True
11616,Jacob Cowing,Jacob,Cowing,WR,SF,19,69,171,24.0,Arizona,0,1.0,WR,IR,PR,12.0,True
7049,Jauan Jennings,Jauan,Jennings,WR,SF,15,75,212,28.0,Tennessee,0,5.0,WR,Questionable,SWR,2.0,True
12634,Jordan Watkins,Jordan,Watkins,WR,SF,17,71,196,23.0,Ole Miss,0,0.0,WR,Questionable,SWR,3.0,True
12743,Junior Bergen,Junior,Bergen,WR,SF,86,69,184,,Montana,0,0.0,WR,,,,True
5781,Malik Turner,Malik,Turner,WR,SF,7,74,202,29.0,Illinois,0,7.0,WR,,,,True
5086,Marquez Valdes-Scantling,Marquez,Valdes-Scantling,WR,SF,1,76,206,30.0,South Florida,0,7.0,WR,,,,True
11638,Ricky Pearsall,Ricky,Pearsall,WR,SF,1,73,189,24.0,Florida,0,1.0,WR,,LWR,1.0,True
3423,Robbie Chosen,Robbie,Chosen,WR,SF,3,75,185,32.0,Temple,0,9.0,WR,,,,True
5110,Russell Gage,Russell,Gage,WR,SF,84,72,184,29.0,LSU,0,7.0,WR,Questionable,RWR,9.0,True
8168,Skyy Moore,Skyy,Moore,WR,SF,6,70,195,24.0,Western Michigan,0,3.0,WR,,SWR,5.0,True
4218,Trent Taylor,Trent,Taylor,WR,SF,81,68,180,31.0,Louisiana Tech,0,8.0,WR,IR,,8.0,True
TB,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,DEF,TB,,,0,0.0,,0,0.0,DEF,,,0.0,True
6650,Chase McLaughlin,Chase,McLaughlin,K,TB,4,72,190,29.0,Illinois,0,6.0,K,,K,1.0,True
4892,Baker Mayfield,Baker,Mayfield,QB,TB,6,73,215,30.0,Oklahoma,0,7.0,QB,,QB,1.0,True
12776,Connor Bazelak,Connor,Bazelak,QB,TB,8,75,225,24.0,Bowling Green,0,0.0,QB,,,,True
12792,Garrett Greene,Garrett,Greene,QB,TB,85,71,201,23.0,West Virginia,0,0.0,QB,,,,True
2152,Teddy Bridgewater,Teddy,Bridgewater,QB,TB,16,74,210,32.0,Louisville,0,11.0,QB,,QB,2.0,True
11584,Bucky Irving,Bucky,Irving,RB,TB,7,70,195,23.0,Oregon,0,1.0,RB,,RB,1.0,True
12787,Josh Williams,Josh,Williams,RB,TB,37,69,210,24.0,LSU,0,0.0,RB,,RB,4.0,True
1408,Le'Veon Bell,Le'Veon,Bell,RB,TB,6,73,225,29.0,Michigan State,0,9.0,RB,,,,True
8136,Rachaad White,Rachaad,White,RB,TB,1,72,214,26.0,Arizona State,0,3.0,RB,Questionable,RB,2.0,True
9506,Sean Tucker,Sean,Tucker,RB,TB,44,70,205,23.0,Syracuse,0,2.0,RB,,RB,3.0,True
8111,Cade Otton,Cade,Otton,TE,TB,88,77,247,26.0,Washington,0,3.0,TE,Questionable,TE,1.0,True
1592,Darren Fells,Darren,Fells,TE,TB,88,79,281,35.0,California-Irvine,0,9.0,TE,,,,True
11820,Devin Culp,Devin,Culp,TE,TB,82,76,237,25.0,Washington,0,1.0,TE,,TE,2.0,True
8484,Ko Kieft,Ko,Kieft,TE,TB,41,77,265,27.0,Minnesota,0,3.0,TE,,TE,4.0,True
10227,Payne Durham,Payne,Durham,TE,TB,87,77,255,25.0,Purdue,0,2.0,TE,,TE,3.0,True
11415,Tanner Taula,Tanner,Taula,TE,TB,84,78,255,26.0,Illinois State,0,2.0,TE,,,,True
4037,Chris Godwin,Chris,Godwin,WR,TB,14,73,209,29.0,Penn State,0,8.0,WR,IR,SWR,7.0,True
8801,Dennis Houston,Dennis,Houston,WR,TB,89,73,190,26.0,Western Illinois,0,3.0,WR,,,,True
12514,Emeka Egbuka,Emeka,Egbuka,WR,TB,9,73,205,22.0,Ohio State,0,0.0,WR,,SWR,2.0,True
11618,Jalen McMillan,Jalen,McMillan,WR,TB,15,73,192,23.0,Washington,0,1.0,WR,IR,RWR,9.0,True
11994,Kameron Johnson,Kameron,Johnson,WR,TB,19,70,170,23.0,Barton,0,1.0,WR,,SWR,6.0,True
2216,Mike Evans,Mike,Evans,WR,TB,13,77,231,32.0,Texas A&M,0,11.0,WR,,LWR,1.0,True
11421,Ryan Miller,Ryan,Miller,WR,TB,81,74,221,25.0,Furman,0,2.0,WR,,RWR,5.0,True
3200,Sterling Shepard,Sterling,Shepard,WR,TB,17,70,194,32.0,Oklahoma,0,9.0,WR,,LWR,3.0,True
12485,Tez Johnson,Tez,Johnson,WR,TB,83,70,165,23.0,Oregon,0,0.0,WR,,SWR,4.0,True
TEN,Tennessee Titans,Tennessee,Titans,DEF,TEN,,,0,0.0,,0,0.0,DEF,,,0.0,True
6528,Joey Slye,Joey,Slye,K,TEN,6,71,213,29.0,Virginia Tech,0,6.0,K,,K,1.0,True
3357,Brandon Allen,Brandon,Allen,QB,TEN,10,74,209,32.0,Arkansas,0,9.0,QB,,QB,2.0,True
12522,Cam Ward,Cam,Ward,QB,TEN,1,74,219,23.0,Miami (FL),0,0.0,QB,,QB,1.0,True
2549,Trevor Siemian,Trevor,Siemian,QB,TEN,15,75,220,33.0,Northwestern,0,10.0,QB,,,,True
9999,Will Levis,Will,Levis,QB,TEN,8,76,229,26.0,Kentucky,0,2.0,QB,IR,QB,4.0,True
7599,Jermar Jefferson,Jermar,Jefferson,RB,TEN,32,70,215,25.0,Oregon State,0,4.0,RB,,,,True
11378,Jordan Mims,Jordan,Mims,RB,TEN,24,72,205,26.0,Fresno State,0,2.0,RB,,,,True
8254,Julius Chestnut,Julius,Chestnut,RB,TEN,36,71,228,24.0,Sacred Heart,0,3.0,RB,,RB,2.0,True
12516,Kalel Mullings,Kalel,Mullings,RB,TEN,28,74,226,22.0,Michigan,0,0.0,RB,Questionable,RB,3.0,True
5967,Tony Pollard,Tony,Pollard,RB,TEN,20,72,209,28.0,Memphis,0,6.0,RB,,RB,1.0,True
9508,Tyjae Spears,Tyjae,Spears,RB,TEN,2,71,195,24.0,Tulane,0,2.0,RB,IR,RB,4.0,True
8210,Chig Okonkwo,Chig,Okonkwo,TE,TEN,85,75,238,25.0,Maryland,0,3.0,TE,,TE,1.0,True
12357,David Martin-Robinson,David,Martin-Robinson,TE,TEN,88,75,247,25.0,Temple,0,1.0,TE,,TE,3.0,True
12502,Gunnar Helm,Gunnar,Helm,TE,TEN,84,77,241,22.0,Texas,0,0.0,TE,,TE,2.0,True
8924,Thomas Odukoya,Thomas,Odukoya,TE,TEN,89,78,253,28.0,Eastern Michigan,0,3.0,TE,,,,True
11959,Bryce Oliver,Bryce,Oliver,WR,TEN,80,73,214,25.0,Youngstown State,0,1.0,WR,,RWR,6.0,True
5223,Caleb Scott,Caleb,Scott,WR,TEN,83,74,203,25.0,Vanderbilt,0,4.0,WR,,,,True
4981,Calvin Ridley,Calvin,Ridley,WR,TEN,0,73,190,30.0,Alabama,0,7.0,WR,Questionable,RWR,1.0,True
12540,Chimere Dike,Chimere,Dike,WR,TEN,17,73,196,23.0,Florida,0,0.0,WR,,SWR,5.0,True
12499,Elic Ayomanor,Elic,Ayomanor,WR,TEN,5,74,206,22.0,Stanford,0,0.0,WR,,LWR,3.0,True
6957,James Proche,James,Proche,WR,TEN,13,71,193,28.0,SMU,0,5.0,WR,,,,True
7436,Mason Kinsey,Mason,Kinsey,WR,TEN,12,71,200,27.0,Berry College,0,5.0,WR,,,,True
8135,Treylon Burks,Treylon,Burks,WR,TEN,16,74,225,25.0,Arkansas,0,3.0,WR,IR,,9.0,True
2374,Tyler Lockett,Tyler,Lockett,WR,TEN,4,70,182,32.0,Kansas State,0,10.0,WR,,SWR,2.0,True
6853,Van Jefferson,Van,Jefferson,WR,TEN,11,73,200,29.0,Florida,0,5.0,WR,,LWR,4.0,True
12520,Xavier Restrepo,Xavier,Restrepo,WR,TEN,87,70,202,23.0,Miami (FL),0,0.0,WR,,,,True
WAS,Washington Commanders,Washington,Commanders,DEF,WAS,,,0,0.0,,0,0.0,DEF,,,0.0,True
6083,Matt Gay,Matt,Gay,K,WAS,16,72,232,31.0,Utah,0,6.0,K,,K,1.0,True
11566,Jayden Daniels,Jayden,Daniels,QB,WAS,5,76,210,24.0,LSU,0,1.0,QB,,QB,1.0,True
260,Josh Johnson,Josh,Johnson,QB,WAS,14,75,214,39.0,San Diego,0,17.0,QB,,QB,3.0,True
2307,Marcus Mariota,Marcus,Mariota,QB,WAS,8,76,222,31.0,Oregon,0,10.0,QB,Questionable,QB,2.0,True
11558,Sam Hartman,Sam,Hartman,QB,WAS,15,73,209,26.0,Notre Dame,0,1.0,QB,,,,True
4663,Austin Ekeler,Austin,Ekeler,RB,WAS,30,70,200,30.0,Western Colorado,0,8.0,RB,,RB,1.0,True
10219,Chris Rodriguez,Chris,Rodriguez,RB,WAS,36,71,224,25.0,Kentucky,0,2.0,RB,,RB,3.0,True
12515,Donovan Edwards,Donovan,Edwards,RB,WAS,40,73,212,22.0,Michigan,0,0.0,RB,,,,True
12533,Jacory Croskey-Merritt,Jacory,Croskey-Merritt,RB,WAS,22,71,208,24.0,Arizona,0,0.0,RB,,RB,2.0,True
4219,Jeremy McNichols,Jeremy,McNichols,RB,WAS,26,69,205,29.0,Boise State,0,8.0,RB,,RB,4.0,True
3309,Wendell Smallwood,Wendell,Smallwood,RB,WAS,38,70,208,27.0,West Virginia,0,6.0,RB,,,,True
11596,Ben Sinnott,Ben,Sinnott,TE,WAS,82,76,245,23.0,Kansas State,0,1.0,TE,,TE,2.0,True
11942,Colson Yankoff,Colson,Yankoff,TE,WAS,80,76,225,25.0,UCLA,0,1.0,TE,,TE,6.0,True
7716,John Bates,John,Bates,TE,WAS,87,78,256,27.0,Boise State,0,4.0,TE,,TE,3.0,True
7106,Lawrence Cager,Lawrence,Cager,TE,WAS,89,77,220,28.0,Georgia,0,5.0,TE,,,,True
3333,Temarrick Hemingway,Temarrick,Hemingway,TE,WAS,88,77,245,28.0,South Carolina State,0,6.0,TE,,,,True
6040,Tyree Jackson,Tyree,Jackson,TE,WAS,80,79,249,27.0,Buffalo,0,6.0,TE,IR,TE,4.0,True
1339,Zach Ertz,Zach,Ertz,TE,WAS,86,77,250,34.0,Stanford,0,12.0,TE,,TE,1.0,True
3269,Chris Moore,Chris,Moore,WR,WAS,19,73,200,32.0,Cincinnati,0,9.0,WR,,,,True
5872,Deebo Samuel,Deebo,Samuel,WR,WAS,1,72,215,29.0,South Carolina,0,6.0,WR,,SWR,2.0,True
12532,Ja'Corey Brooks,Ja'Corey,Brooks,WR,WAS,16,75,195,23.0,Louisville,0,0.0,WR,,,,True
13120,Jacoby Jones,Jacoby,Jones,WR,WAS,10,75,228,24.0,UCF,0,0.0,WR,,,,True
12641,Jaylin Lane,Jaylin,Lane,WR,WAS,83,70,196,23.0,Virginia Tech,0,0.0,WR,,SWR,4.0,True
11650,Luke McCaffrey,Luke,McCaffrey,WR,WAS,11,74,195,24.0,Rice,0,1.0,WR,,RWR,5.0,True
4234,Noah Brown,Noah,Brown,WR,WAS,85,74,225,29.0,Ohio State,0,8.0,WR,Questionable,RWR,3.0,True
5927,Terry McLaurin,Terry,McLaurin,WR,WAS,17,72,210,29.0,Ohio State,0,6.0,WR,,LWR,1.0,True
